bucket_range,min_ate_in_bin,max_ate_in_bin,min_length,best_sequence,count
"(-0.024166, -0.024165]",-0.024164856006967664,-0.024164856006967664,3,"(('norm_log', 'adequacy'), ('IQR', 'feduc6'), ('isolationForest', 'adequacy'))",1
"(-0.024165, -0.024163]",-0.024164466130103594,-0.024164466130103594,3,"(('norm_log', 'adequacy'), ('bin_equal_frequency_5', 'mplbir_reg'), ('isolationForest', 'adequacy'))",1
"(-0.024163, -0.024162]",-0.024162971937215262,-0.024162908586493434,3,"(('norm_log', 'adequacy'), ('bin_equal_frequency_2', 'data_year'), ('isolationForest', 'adequacy'))",2
"(-0.024161, -0.024159]",-0.024160408270673315,-0.024160408270673315,3,"(('zscore_clip_3', 'adequacy'), ('bin_equal_width_2', 'birmon'), ('isolationForest', 'adequacy'))",1
"(-0.024159, -0.024158]",-0.024158485237269756,-0.024158485237269756,3,"(('bin_equal_width_2', 'adequacy'), ('isolationForest', 'adequacy'), ('zscore_filter_3', 'mpre5'))",1
"(-0.024158, -0.024157]",-0.02415749967829419,-0.02415749967829419,3,"(('isolationForest', 'adequacy'), ('bin_equal_frequency_2', 'gestat10'), ('zscore_filter_3', 'mpre5'))",1
"(-0.024156, -0.024154]",-0.02415510366352512,-0.02415510366352512,3,"(('zscore_clip_3', 'adequacy'), ('zscore_clip_3', 'mrace'), ('isolationForest', 'adequacy'))",1
"(-0.024153, -0.024152]",-0.02415255897001863,-0.02415255897001863,3,"(('zscore_filter_3', 'adequacy'), ('winsorize', 'pre4000'), ('isolationForest', 'adequacy'))",1
"(-0.02415, -0.024149]",-0.02414924291710625,-0.02414924291710625,3,"(('zscore_filter_3', 'adequacy'), ('bin_equal_frequency_2', 'gestat10'), ('isolationForest', 'adequacy'))",1
"(-0.024148, -0.024147]",-0.024147613520720836,-0.024147613520720836,3,"(('bin_equal_width_2', 'adequacy'), ('bin_equal_frequency_2', 'meduc6'), ('isolationForest', 'adequacy'))",1
"(-0.024145, -0.024144]",-0.024144486701655924,-0.024144486701655924,3,"(('zscore_filter_3', 'adequacy'), ('bin_equal_width_2', 'crace'), ('isolationForest', 'adequacy'))",1
